"name","location","price","currency","rating","room_type","beds","breakfast","free_cancellation","no_prepayment"
"Samaya Royal Afif","","406.3","SAR","8.3","N/A","N/A","false","false","false"
"Lavent Park Hotel Suites","Jeddah","501.9","SAR","7.2","N/A","N/A","false","false","false"
"Al Muhaidb Al Hada Resort","Al Hada","564.04","SAR","7.8","N/A","N/A","false","false","false"
"Spectrums Residence Managed by The Ascott Limited","Al Salamah, Jeddah","967.95","SAR","8.2","N/A","N/A","false","false","false"
"Hotel Ritaj Alsahel","Yanbu","478","SAR","7.9","N/A","N/A","false","false","false"
"Diamond Elite Hotel","Jazan","537.75","SAR","8.2","N/A","N/A","false","false","false"
"Al kharboush For Furnished Units","Hafr Al Baten","353.72","SAR","8.2","N/A","N/A","false","false","false"
"Retaj Al Bayt Suites","Ajyad, Makkah","752.85","SAR","7.7","N/A","N/A","false","false","false"
"Al Ghufran Safwah Hotel Makkah","Ajyad, Makkah","738.51","SAR","8.8","N/A","N/A","false","false","false"
"Aloft Dhahran Hotel","Al Olayya, Al Khobar","896.25","SAR","8.2","N/A","N/A","false","false","false"
"Zaha Al Munawara Hotel","Al Madinah","336.99","SAR","8.1","N/A","N/A","false","false","false"
"Manazil Al Dhayf","Jeddah","478","SAR","8.2","N/A","N/A","false","false","false"
"Province Al Sham Hotel","Central Madinah, Al Madinah","358.5","SAR","7.3","N/A","N/A","false","false","false"
"FLAMINGO Boutique Hotel","Al Hamra, Jeddah","602.28","SAR","8.3","N/A","N/A","false","false","false"
"Nadra Furnished Apartments","Taif","669.2","SAR","6.8","N/A","N/A","false","false","false"
"Pullman ZamZam Makkah","Ajyad, Makkah","788.7","SAR","7.2","N/A","N/A","false","false","false"
"Swissotel Al Maqam Makkah","Ajyad, Makkah","860.4","SAR","8.3","N/A","N/A","false","false","false"
"Samaya Royal Afif","","406.3","SAR","8.3","N/A","N/A","false","false","false"
"Lavent Park Hotel Suites","Jeddah","501.9","SAR","7.2","N/A","N/A","false","false","false"
"Al Muhaidb Al Hada Resort","Al Hada","564.04","SAR","7.8","N/A","N/A","false","false","false"
"Hotel Ritaj Alsahel","Yanbu","478","SAR","7.9","N/A","N/A","false","false","false"
"Diamond Elite Hotel","Jazan","537.75","SAR","8.2","N/A","N/A","false","false","false"
"Mirage Hotel Jeddah","Jeddah","571.21","SAR","9.0","N/A","N/A","false","false","false"
"Violet Al Azizia Hotel","Al Aziziyah, Makkah","384.79","SAR","8.5","N/A","N/A","false","false","false"
"Swiss Blue Al Samer","Jeddah","525.8","SAR","8.1","N/A","N/A","false","false","false"
"Semat ApartHotel","Al Salamah, Jeddah","717","SAR","8.3","N/A","N/A","false","false","false"
"EVA Hotel","Jeddah","860.4","SAR","8.2","N/A","N/A","false","false","false"
"Marina Arar Furnished Apartments","Arar","365.67","SAR","8.9","N/A","N/A","false","false","false"
"Madina Palace Hotel","Jeddah","494.73","SAR","6.0","N/A","N/A","false","false","false"
"Al Kenana Hotel","Al Aziziyah, Makkah","164.91","SAR","7.2","N/A","N/A","false","false","false"
"Al Hayaah Bayta","Tabuk","480.39","SAR","6.5","N/A","N/A","false","false","false"
"Ibis Yanbu","Yanbu","788.7","SAR","7.9","N/A","N/A","false","false","false"
"Batoul Ajyad Hotel","Ajyad, Makkah","265.29","SAR","7.5","N/A","N/A","false","false","false"
"Rwnza Hotel Apartments","Tabuk","478","SAR","5.4","N/A","N/A","false","false","false"
"Seher Aloyon Funished Apartments","Buraydah","597.5","SAR","8.1","N/A","N/A","false","false","false"
"Dari Hotel Families Only","Jeddah","635.74","SAR","8.9","N/A","N/A","false","false","false"
"Iwan Alandalusia Al Ajaweed","Jeddah","549.7","SAR","7.8","N/A","N/A","false","false","false"
"Taj Al Worood Hotel","Jeddah","573.6","SAR","8.4","N/A","N/A","false","false","false"
"Taj Al Arous Furnished Units","Al Tahlia Street, Jeddah","215.1","SAR","6.5","N/A","N/A","false","false","false"
"Reef residence","","568.82","SAR","5.0","N/A","N/A","false","false","false"
"Al Tamayoz Furnished Units","Al Madinah","172.08","SAR","5.4","N/A","N/A","false","false","false"
"Arjaan Altakhassusi Hotel Suites","Riyadh","905.81","SAR","8.6","N/A","N/A","false","false","false"
"Mirage Hotel Jeddah","Jeddah","571.21","SAR","9.0","N/A","N/A","false","false","false"
"Violet Al Azizia Hotel","Al Aziziyah, Makkah","384.79","SAR","8.5","N/A","N/A","false","false","false"
"Swiss Blue Al Samer","Jeddah","525.8","SAR","8.1","N/A","N/A","false","false","false"
"EVA Hotel","Jeddah","860.4","SAR","8.2","N/A","N/A","false","false","false"
"Marina Arar Furnished Apartments","Arar","365.67","SAR","8.9","N/A","N/A","false","false","false"
"Madina Palace Hotel","Jeddah","494.73","SAR","6.0","N/A","N/A","false","false","false"
"SAS Hotel","Al Jubail","714.61","SAR","7.2","N/A","N/A","false","false","false"
"Mera Houses Aparthotel","Baljurashi","478","SAR","8.0","N/A","N/A","false","false","false"
"Al Qimah Apartments","Dammam","179.25","SAR","5.0","N/A","N/A","false","false","false"
"Dorar Rabigh Hotel Apartments","Rabigh","341.77","SAR","6.1","N/A","N/A","false","false","false"
"Dar Al Maamon Furnished Apartment","Jeddah","657.25","SAR","8.1","N/A","N/A","false","false","false"
"Amyal Alras","Al Rass","506.68","SAR","8.4","N/A","N/A","false","false","false"
"Lilas Taif","Taif","298.75","SAR","7.1","N/A","N/A","false","false","false"
"Burj Marweat Alkhalil","Makkah","179.25","SAR","6.9","N/A","N/A","false","false","false"
"TULAY PARK","Al Olayya, Al Khobar","466.05","SAR","6.8","N/A","N/A","false","false","false"
"Mora Hotel","Al Hamra, Jeddah","597.5","SAR","7.9","N/A","N/A","false","false","false"
"Karam Taibah Almasi","Central Madinah, Al Madinah","303.53","SAR","5.9","N/A","N/A","false","false","false"
"Jewar Al Saqefah Hotel","Central Madinah, Al Madinah","478","SAR","7.6","N/A","N/A","false","false","false"
"Masar Najd","Unayzah","478","SAR","7.8","N/A","N/A","false","false","false"
"Shomookh Hotel","Al Madinah","265.29","SAR","7.5","N/A","N/A","false","false","false"
"Shomookh Hotel","Al Madinah","265.29","SAR","7.5","N/A","N/A","false","false","false"
"Roof Hotel Apartments","Riyadh","956","SAR","8.1","N/A","N/A","false","false","false"
"Al Muhaidb Al Narges","Riyadh","597.5","SAR","7.2","N/A","N/A","false","false","false"
"Auris Al Fanar ApartHotel","Al Hamra, Riyadh","585.55","SAR","7.6","N/A","N/A","false","false","false"
"Swiss International Resort Unaizah Al Qassim","Unayzah","2385.22","SAR","8.5","N/A","N/A","false","false","false"
"Oasis Najran Hotel","Najran","585.55","SAR","8.6","N/A","N/A","false","false","false"
"Fadet Talla Residentials","Buraydah","305.92","SAR","7.1","N/A","N/A","false","false","false"
"Palms Lily Hotel Suites","Al Ahsa","334.6","SAR","6.2","N/A","N/A","false","false","false"
"Al Hamra Palace By Warwick","Riyadh","884.3","SAR","7.2","N/A","N/A","false","false","false"
"Tulip Jazan","Jazan","310.7","SAR","6.4","N/A","N/A","false","false","false"
"Manarat Al Misk Hotel","Ajyad, Makkah","239","SAR","6.9","N/A","N/A","false","false","false"
"Madeira Hotel Suites","Al Khobar","834.11","SAR","8.1","N/A","N/A","false","false","false"
"Afraa Hotel","Makkah","360.89","SAR","8.0","N/A","N/A","false","false","false"
"Holiday Villa Resort Yanbu","Yanbu","2253.77","SAR","7.6","N/A","N/A","false","false","false"
"Qasr Al Hamra ApartHotel Al Hamra Branch","Jeddah","344.16","SAR","7.1","N/A","N/A","false","false","false"
"Jewar Al Saqefah Hotel","Central Madinah, Al Madinah","478","SAR","7.6","N/A","N/A","false","false","false"
"Masar Najd","Unayzah","478","SAR","7.8","N/A","N/A","false","false","false"
"Semat ApartHotel","Al Salamah, Jeddah","717","SAR","8.3","N/A","N/A","false","false","false"
"Shomookh Hotel","Al Madinah","265.29","SAR","7.5","N/A","N/A","false","false","false"
"Al Muhaidb Al Narges","Riyadh","597.5","SAR","7.2","N/A","N/A","false","false","false"
"Swiss International Resort Unaizah Al Qassim","Unayzah","2385.22","SAR","8.5","N/A","N/A","false","false","false"
"Oasis Najran Hotel","Najran","585.55","SAR","8.6","N/A","N/A","false","false","false"
"Palms Lily Hotel Suites","Al Ahsa","334.6","SAR","6.2","N/A","N/A","false","false","false"
"Al Hamra Palace By Warwick","Riyadh","884.3","SAR","7.2","N/A","N/A","false","false","false"
"Tulip Jazan","Jazan","310.7","SAR","6.4","N/A","N/A","false","false","false"
"Manarat Al Misk Hotel","Ajyad, Makkah","239","SAR","6.9","N/A","N/A","false","false","false"
"Madeira Hotel Suites","Al Khobar","834.11","SAR","8.1","N/A","N/A","false","false","false"
"Holiday Villa Resort Yanbu","Yanbu","2253.77","SAR","7.6","N/A","N/A","false","false","false"
"Qasr Al Hamra ApartHotel Al Hamra Branch","Jeddah","344.16","SAR","7.1","N/A","N/A","false","false","false"
"Al Aqeeq Madinah Hotel","Central Madinah, Al Madinah","681.15","SAR","7.8","N/A","N/A","false","false","false"
"Karam Al Hejaz","Central Madinah, Al Madinah","250.95","SAR","5.9","N/A","N/A","false","false","false"
"Loaloat Al Khobar","Al Khobar","451.71","SAR","7.2","N/A","N/A","false","false","false"
"Mira Waterfront Hotel Jeddah","Jeddah","681.15","SAR","6.4","N/A","N/A","false","false","false"
"Alfarhan Panda Alfayha","Riyadh","688.32","SAR","8.0","N/A","N/A","false","false","false"
"Emerald Hotel","Jeddah","776.75","SAR","8.5","N/A","N/A","false","false","false"
"Signature Al Khobar Hotel","Al Khobar","793.48","SAR","7.1","N/A","N/A","false","false","false"
"Park Jizan Hotel","Jazan","717","SAR","7.8","N/A","N/A","false","false","false"
"Khaleej ALez Furnished Units","Dammam","291.58","SAR","6.8","N/A","N/A","false","false","false"
"Roof Hotel Apartments","Riyadh","956","SAR","8.1","N/A","N/A","false","false","false"
"Danat Layalina Apparthotel","Al Namas","478","SAR","7.6","N/A","N/A","false","false","false"
"Al Fairouz Resort","Al Hada","513.85","SAR","7.7","N/A","N/A","false","false","false"
"Auris Al Fanar ApartHotel","Al Hamra, Riyadh","585.55","SAR","7.6","N/A","N/A","false","false","false"
"Grand Star Al Saha Hotel","Jeddah","485.17","SAR","7.3","N/A","N/A","false","false","false"
"Mar Al Diyafah","","501.9","SAR","8.4","N/A","N/A","false","false","false"
"Jood At Taif residential units","Taif","286.8","SAR","7.0","N/A","N/A","false","false","false"
"Rest Night Hotel Apartments Wadi Al Dawasir","Wadi Al Dawasir","602.28","SAR","8.1","N/A","N/A","false","false","false"
"Royal Nights Chalet","Ad Darb","1195","SAR","5.2","N/A","N/A","false","false","false"
"Comfort Inn AL TAAWON FAMILY ONLY","Riyadh","408.69","SAR","5.5","N/A","N/A","false","false","false"
"Seasons Park Hotel","Hera Street, Jeddah","788.7","SAR","8.6","N/A","N/A","false","false","false"
"Samaa Eva Resort","Abha","597.5","SAR","8.3","N/A","N/A","false","false","false"
"Nawazi Al Tawsea","Makkah","179.25","SAR","5.4","N/A","N/A","false","false","false"
"Quetzal Aparthotel","Riyadh","915.37","SAR","7.9","N/A","N/A","false","false","false"
"Dar Al Janoub Hotel Apartments","Jeddah","1075.5","SAR","8.6","N/A","N/A","false","false","false"
"TIME Dammam Residence","Dammam","568.82","SAR","7.9","N/A","N/A","false","false","false"
"Armada Hotel Jazan","Jazan","559.26","SAR","8.5","N/A","N/A","false","false","false"
"AlMuhaidb Residence Alkhafji","Al Khafji","571.21","SAR","8.4","N/A","N/A","false","false","false"
"AlBaha Palace Furnished Apartment","Al Baha","528.19","SAR","7.6","N/A","N/A","false","false","false"
"Holiday Plus Hotel Suites","Jeddah","965.56","SAR","8.1","N/A","N/A","false","false","false"
"Radisson Blu Resort Jizan","Jazan","1276.26","SAR","7.6","N/A","N/A","false","false","false"
"Crown Tower Hotel","Al Jubail","614.23","SAR","8.2","N/A","N/A","false","false","false"
"Al Denny Aparthotel","Jeddah","286.8","SAR","7.0","N/A","N/A","false","false","false"
"Shataa Alula Apartment","Al Ula","836.5","SAR","8.3","N/A","N/A","false","false","false"
"Najmat Manami Azizyya","Al Aziziyah, Riyadh","406.3","SAR","7.1","N/A","N/A","false","false","false"
"Zowar International Hotel","Central Madinah, Al Madinah","380.01","SAR","7.0","N/A","N/A","false","false","false"
"Al Farhan Hotel Suites","Al Jubail","336.99","SAR","6.8","N/A","N/A","false","false","false"
"Hayah Al Waha Hotel","Central Madinah, Al Madinah","222.27","SAR","5.9","N/A","N/A","false","false","false"
"Gacine Hotel","Al Madinah","561.65","SAR","8.9","N/A","N/A","false","false","false"
"Dar Al Maamon Furnished Apartment","Jeddah","657.25","SAR","8.1","N/A","N/A","false","false","false"
"Ramz Al Fakhamah","Taif","425.42","SAR","8.6","N/A","N/A","false","false","false"
"Open ApartHotel","Dammam","408.69","SAR","5.5","N/A","N/A","false","false","false"
"Elite Jeddah Hotel","Al Shatiea, Jeddah","705.05","SAR","7.8","N/A","N/A","false","false","false"
"Shahad Hotel","Riyadh","387.18","SAR","7.2","N/A","N/A","false","false","false"
"Arif Housing Units","Buraydah","645.3","SAR","8.7","N/A","N/A","false","false","false"
"Burj Alhayah Hotel Suites Alfalah","Riyadh","525.8","SAR","7.5","N/A","N/A","false","false","false"
"Burj Al Faris Hotel Apartments","Jeddah","468.44","SAR","8.1","N/A","N/A","false","false","false"
"Kayan Al Taif Hotel","Taif","607.06","SAR","8.5","N/A","N/A","false","false","false"
"Four Seasons Stars Aparthotel","Al Jubail","334.6","SAR","8.2","N/A","N/A","false","false","false"
"New Suite","Riyadh","463.66","SAR","7.4","N/A","N/A","false","false","false"
"Rosa Aparthotel","Buraydah","478","SAR","6.1","N/A","N/A","false","false","false"
"Sanam Hotel Suites","Hafr Al Baten","430.2","SAR","7.6","N/A","N/A","false","false","false"
"Aswar Hotel Suites","Al Olayya, Al Khobar","803.04","SAR","8.5","N/A","N/A","false","false","false"
"Awaliv Suites","Taif","525.8","SAR","7.6","N/A","N/A","false","false","false"
"Itlalat Solaf Aparthotel","","406.3","SAR","8.5","N/A","N/A","false","false","false"
"Bronze Palace","Al Aqrabeyah, Al Khobar","1075.5","SAR","6.9","N/A","N/A","false","false","false"
"Yahalla Hotel Units","Hera Street, Jeddah","303.53","SAR","7.0","N/A","N/A","false","false","false"
"Desert Rose","Hail","537.75","SAR","7.5","N/A","N/A","false","false","false"
"Rouh Taiba Hotel","Al Madinah","258.12","SAR","7.8","N/A","N/A","false","false","false"
"Mena Holiday Beach Resort Half Moon","Half Moon Bay","905.81","SAR","6.6","N/A","N/A","false","false","false"
"Tulip Inn Riyadh","Riyadh","537.75","SAR","6.2","N/A","N/A","false","false","false"
"Beautat Hotel","Abha","358.5","SAR","7.0","N/A","N/A","false","false","false"
"Al Hamra Palace ApartHotel Al Sharafeyah","Jeddah","305.92","SAR","6.9","N/A","N/A","false","false","false"
"Tobal Al Hamra Hotel Apartments","Jeddah","451.71","SAR","7.6","N/A","N/A","false","false","false"
"AL manzil ALmutmeez","Jeddah","322.65","SAR","7.2","N/A","N/A","false","false","false"
"Jory Red Sea Hotel","Jeddah","454.1","SAR","8.1","N/A","N/A","false","false","false"
"Aswar Hotel Suites","Al Olayya, Al Khobar","803.04","SAR","8.5","N/A","N/A","false","false","false"
"Qasr Al Thuraya Hotel Apartments","Al Salamah, Jeddah","580.77","SAR","6.7","N/A","N/A","false","false","false"
"Ozone hotel","Al Hamra, Jeddah","494.73","SAR","6.9","N/A","N/A","false","false","false"
"hosta hotel suites","Riyadh","908.2","SAR","9.7","N/A","N/A","false","false","false"
"Sanam Hotel Suites","Hafr Al Baten","430.2","SAR","7.6","N/A","N/A","false","false","false"
"Awaliv Suites","Taif","525.8","SAR","7.6","N/A","N/A","false","false","false"
"Itlalat Solaf Aparthotel","","406.3","SAR","8.5","N/A","N/A","false","false","false"
"Bronze Palace","Al Aqrabeyah, Al Khobar","1075.5","SAR","6.9","N/A","N/A","false","false","false"
"Golden Bujari Hotel Al Khamis","Khamis Mushayt","1249.97","SAR","8.0","N/A","N/A","false","false","false"
"Gloria Inn Riyadh","Riyadh","717","SAR","8.0","N/A","N/A","false","false","false"
"Al Farhan Dumah Al Jandal","Dawmat al Jandal","363.28","SAR","8.2","N/A","N/A","false","false","false"
"Areen Jeddah Suites Al Madina Road","","506.68","SAR","7.3","N/A","N/A","false","false","false"
"Radiha Hotel Suites","","430.2","SAR","7.3","N/A","N/A","false","false","false"
"Sendan Residence","Dammam","860.4","SAR","8.3","N/A","N/A","false","false","false"
"Top Stars Hotel","","358.5","SAR","8.8","N/A","N/A","false","false","false"
"Alfaw Plaza Hotel","Sharurah","525.8","SAR","8.8","N/A","N/A","false","false","false"
"Jeddah Seasons Furnished Apartments","","478","SAR","7.3","N/A","N/A","false","false","false"
"Al Denny Aparthotel","Jeddah","286.8","SAR","7.0","N/A","N/A","false","false","false"
"Roof Hotel Apartments","Riyadh","956","SAR","8.1","N/A","N/A","false","false","false"
"Shataa Alula Apartment","Al Ula","836.5","SAR","8.3","N/A","N/A","false","false","false"
"Zowar International Hotel","Central Madinah, Al Madinah","380.01","SAR","7.0","N/A","N/A","false","false","false"
"Auris Al Fanar ApartHotel","Al Hamra, Riyadh","585.55","SAR","7.6","N/A","N/A","false","false","false"
"Al Farhan Hotel Suites","Al Jubail","336.99","SAR","6.8","N/A","N/A","false","false","false"
"Hayah Al Waha Hotel","Central Madinah, Al Madinah","222.27","SAR","5.9","N/A","N/A","false","false","false"
"Gacine Hotel","Al Madinah","561.65","SAR","8.9","N/A","N/A","false","false","false"
"Ramz Al Fakhamah","Taif","425.42","SAR","8.6","N/A","N/A","false","false","false"
"Open ApartHotel","Dammam","408.69","SAR","5.5","N/A","N/A","false","false","false"
"Elite Jeddah Hotel","Al Shatiea, Jeddah","705.05","SAR","7.8","N/A","N/A","false","false","false"
"Shahad Hotel","Riyadh","387.18","SAR","7.2","N/A","N/A","false","false","false"
"Arif Housing Units","Buraydah","645.3","SAR","8.7","N/A","N/A","false","false","false"
"Burj Alhayah Hotel Suites Alfalah","Riyadh","525.8","SAR","7.5","N/A","N/A","false","false","false"
"Burj Al Faris Hotel Apartments","Jeddah","468.44","SAR","8.1","N/A","N/A","false","false","false"
"Kayan Al Taif Hotel","Taif","607.06","SAR","8.5","N/A","N/A","false","false","false"
"Four Seasons Stars Aparthotel","Al Jubail","334.6","SAR","8.2","N/A","N/A","false","false","false"
"AL manzil ALmutmeez","Jeddah","322.65","SAR","7.2","N/A","N/A","false","false","false"
"Jory Red Sea Hotel","Jeddah","454.1","SAR","8.1","N/A","N/A","false","false","false"
"Qasr Al Thuraya Hotel Apartments","Al Salamah, Jeddah","580.77","SAR","6.7","N/A","N/A","false","false","false"
"Al Shuhada Almasi Furnished Apartments","Al Madinah","430.2","SAR","7.9","N/A","N/A","false","false","false"
"Ozone hotel","Al Hamra, Jeddah","494.73","SAR","6.9","N/A","N/A","false","false","false"
"hosta hotel suites","Riyadh","908.2","SAR","9.7","N/A","N/A","false","false","false"
"Delmon Hotel Suites","Al Salamah, Jeddah","449.32","SAR","6.7","N/A","N/A","false","false","false"
"Sanam Hotel Suites","Hafr Al Baten","430.2","SAR","7.6","N/A","N/A","false","false","false"
"Awaliv Suites","Taif","525.8","SAR","7.6","N/A","N/A","false","false","false"
"Itlalat Solaf Aparthotel","","406.3","SAR","8.5","N/A","N/A","false","false","false"
"Bronze Palace","Al Aqrabeyah, Al Khobar","836.5","SAR","6.9","N/A","N/A","false","false","false"
"Yahalla Hotel Units","Hera Street, Jeddah","303.53","SAR","7.0","N/A","N/A","false","false","false"
"Desert Rose","Hail","537.75","SAR","7.5","N/A","N/A","false","false","false"
"Novotel Riyadh Al Anoud","Al Olaya, Riyadh","860.4","SAR","7.2","N/A","N/A","false","false","false"
"Centro Waha by Rotana","Riyadh","1075.5","SAR","7.5","N/A","N/A","false","false","false"
"Novotel Yanbu Albahr","Yanbu","1147.2","SAR","8.0","N/A","N/A","false","false","false"
"Four Points by Sheraton Makkah Al Naseem","Makkah","356.11","SAR","8.5","N/A","N/A","false","false","false"
"M Hotel Makkah by Millennium","Makkah","286.8","SAR","7.8","N/A","N/A","false","false","false"
"Riyadh Marriott Hotel","Riyadh","1015.75","SAR","7.6","N/A","N/A","false","false","false"
"Novotel Suites Riyadh Olaya","Al Olaya, Riyadh","956","SAR","7.2","N/A","N/A","false","false","false"
"Hyatt House Jeddah Sari Street","Al Salamah, Jeddah","1015.75","SAR","8.4","N/A","N/A","false","false","false"
"Lafontaine Jeddah Hotel","Jeddah","451.71","SAR","6.8","N/A","N/A","false","false","false"
"Jabal Omar Hyatt Regency Makkah","Makkah","1434","SAR","8.4","N/A","N/A","false","false","false"
"Lara Al Jawf Hotel Apartments","Arar","377.62","SAR","7.9","N/A","N/A","false","false","false"
"Golden Tulip Buraidah Al Qassim","Buraydah","967.95","SAR","7.5","N/A","N/A","false","false","false"
"Ibis Jeddah Malik Road","King Abdul Aziz Road, Jeddah","690.71","SAR","7.9","N/A","N/A","false","false","false"
"Centro Salama Jeddah by Rotana","Al Salamah, Jeddah","826.94","SAR","7.9","N/A","N/A","false","false","false"
"JEDDAH PALACE","Jeddah","358.5","SAR","6.9","N/A","N/A","false","false","false"
"Tulip Inn Al Dar Rawafed","Central Madinah, Al Madinah","669.2","SAR","7.9","N/A","N/A","false","false","false"
"Le Meridien Towers Makkah","Makkah","310.7","SAR","7.5","N/A","N/A","false","false","false"
"Novotel Jeddah Tahlia","Al Andalus, Jeddah","946.44","SAR","8.0","N/A","N/A","false","false","false"
"M Hotel Al Dana Makkah by Millennium","Makkah","325.04","SAR","8.5","N/A","N/A","false","false","false"
"Aronani Hotel","Hail","693.1","SAR","6.9","N/A","N/A","false","false","false"
"Nights Jeddah Hotel","Jeddah","573.6","SAR","7.5","N/A","N/A","false","false","false"
"Snood Al Azama Hotel","Makkah","203.15","SAR","7.3","N/A","N/A","false","false","false"
"Park Inn by Radisson Jeddah Madinah Road","Jeddah","989.46","SAR","8.5","N/A","N/A","false","false","false"
"Rose White Hotel","Al Rawda, Jeddah","776.75","SAR","8.2","N/A","N/A","false","false","false"
"Golden Dream Hotel","Khamis Mushayt","812.6","SAR","8.1","N/A","N/A","false","false","false"
"Patto Suites","Al Baha","430.2","SAR","6.7","N/A","N/A","false","false","false"
"Dabab Hotel By Warwick","Al Sulimania, Riyadh","1075.5","SAR","7.5","N/A","N/A","false","false","false"
"Adagio Jeddah City Center","Al Andalus, Jeddah","834.11","SAR","8.4","N/A","N/A","false","false","false"
"Sukna Almosafer","Unayzah","334.6","SAR","6.8","N/A","N/A","false","false","false"
"Sukna Almosafer","Unayzah","334.6","SAR","6.8","N/A","N/A","false","false","false"
"Ramada by Wyndham Hotel Riyadh","Riyadh","788.7","SAR","7.2","N/A","N/A","false","false","false"
"Snood Al salam","Al Aziziyah, Makkah","250.95","SAR","7.7","N/A","N/A","false","false","false"
"Makarem Umm Al Qura Hotel","Ajyad, Makkah","418.25","SAR","7.7","N/A","N/A","false","false","false"
"Hilton Garden Inn Riyadh Olaya","Al Olaya, Riyadh","776.75","SAR","7.2","N/A","N/A","false","false","false"
"Taiba Madinah Hotel","Central Madinah, Al Madinah","860.4","SAR","8.0","N/A","N/A","false","false","false"
"Dist Inn Aparthotel","Hail","1147.2","SAR","7.2","N/A","N/A","false","false","false"
"Elaf Al Mashaer Hotel Makkah","Ajyad, Makkah","454.1","SAR","7.5","N/A","N/A","false","false","false"
"Shada Hotel Al Shati","Al Shatiea, Jeddah","1367.08","SAR","8.8","N/A","N/A","false","false","false"
"Wakan Kinan","Al Salamah, Jeddah","760.02","SAR","7.6","N/A","N/A","false","false","false"
"Benzart Hotel Apartments","","621.4","SAR","8.5","N/A","N/A","false","false","false"
"Centro Shaheen Jeddah by Rotana","Jeddah","733.73","SAR","7.9","N/A","N/A","false","false","false"
"Lamar Ajyad Hotel","Ajyad, Makkah","346.55","SAR","7.8","N/A","N/A","false","false","false"
"Centro Olaya by Rotana","Al Olaya, Riyadh","1171.1","SAR","7.9","N/A","N/A","false","false","false"
"VERTA Hotel","Jeddah","967.95","SAR","7.9","N/A","N/A","false","false","false"
"Holiday Suites Al Aziziah","Al Aziziyah, Makkah","525.8","SAR","8.1","N/A","N/A","false","false","false"
"Ramada by Wyndham Continental Jeddah","Palestine  Street, Jeddah","836.5","SAR","7.9","N/A","N/A","false","false","false"
"Le Meridien Makkah","Ajyad, Makkah","788.7","SAR","7.8","N/A","N/A","false","false","false"
"Hyatt Place Riyadh Sulaimania","Al Sulimania, Riyadh","1195","SAR","8.6","N/A","N/A","false","false","false"
"Marina Hotel","Rayyis","1195","SAR","8.3","N/A","N/A","false","false","false"
"Signature Hotel","Jeddah","673.98","SAR","8.8","N/A","N/A","false","false","false"
"Shada Hotel Salama","Al Salamah, Jeddah","958.39","SAR","8.9","N/A","N/A","false","false","false"
"Marriott Riyadh Diplomatic Quarter","Diplomatic Quarter, Riyadh","2.39","SAR","8.4","N/A","N/A","false","false","false"
"Al Waha Palace Hotel","Al Olaya, Riyadh","987.07","SAR","7.9","N/A","N/A","false","false","false"
"Radisson Blu Hotel Riyadh Qurtuba","Riyadh","1553.5","SAR","7.9","N/A","N/A","false","false","false"
"Millennium Makkah Al Naseem","Makkah","341.77","SAR","8.2","N/A","N/A","false","false","false"
"Broad ApartHotel","Taif","1814.01","SAR","8.6","N/A","N/A","false","false","false"
"Golden Tulip Riyadh","Riyadh","1075.5","SAR","9.3","N/A","N/A","false","false","false"
"Al Mutlaq Hotel Riyadh","Al Sulimania, Riyadh","645.3","SAR","7.8","N/A","N/A","false","false","false"
"InterContinental Al Jubail Resort","Al Jubail","2148.61","SAR","8.2","N/A","N/A","false","false","false"
"Riyadh Airport Marriott Hotel","Riyadh","2.39","SAR","8.0","N/A","N/A","false","false","false"
"WA Hotel","Jeddah","2.39","SAR","9.5","N/A","N/A","false","false","false"
"WA Hotel","Jeddah","2.39","SAR","9.5","N/A","N/A","false","false","false"
"Loalat Al Rowdah Family","Al Rawda, Jeddah","764.8","SAR","7.8","N/A","N/A","false","false","false"
"Sheraton Makkah Jabal Al Kaaba Hotel","Makkah","501.9","SAR","7.6","N/A","N/A","false","false","false"
"Rotana Residence Apartments","Al Hamra, Jeddah","602.28","SAR","7.6","N/A","N/A","false","false","false"
"Narcissus Hotel and SPA Riyadh","Al Olaya, Riyadh","2.39","SAR","8.6","N/A","N/A","false","false","false"
"South Hotel Suites","Khamis Mushayt","1075.5","SAR","8.9","N/A","N/A","false","false","false"
"Al Waleed Tower Hotel","Makkah","282.02","SAR","8.2","N/A","N/A","false","false","false"
"Grand Silverton Hotel","Al Khobar","1075.5","SAR","8.2","N/A","N/A","false","false","false"
"Gardens View","Taif","580.77","SAR","7.3","N/A","N/A","false","false","false"
"Al Ramla Al Hamra Hotel","Taif","607.06","SAR","8.4","N/A","N/A","false","false","false"
"Al Rahaa Furnished Units","Abha","403.91","SAR","7.8","N/A","N/A","false","false","false"
"Mandaren Suites","Taif","956","SAR","8.7","N/A","N/A","false","false","false"
"Al Rawda Jewel Apartment Hotel","Al Rawda, Jeddah","585.55","SAR","8.0","N/A","N/A","false","false","false"
"Dior Inn Hotel","Hera Street, Jeddah","860.4","SAR","9.0","N/A","N/A","false","false","false"
"Nadra Furnished Apartments","Taif","717","SAR","6.8","N/A","N/A","false","false","false"
"Narcissus Hotel and SPA Riyadh","Al Olaya, Riyadh","2.39","SAR","8.6","N/A","N/A","false","false","false"
"South Hotel Suites","Khamis Mushayt","1075.5","SAR","8.9","N/A","N/A","false","false","false"
"Al Waleed Tower Hotel","Makkah","282.02","SAR","8.2","N/A","N/A","false","false","false"
"Grand Silverton Hotel","Al Khobar","1075.5","SAR","8.2","N/A","N/A","false","false","false"
