name,city,Condo_hotel,review_badge,review_titel,review_number,cc,price,Duration,persons,stars,taxes,Favorite_partner,type_hotels
Al Ottoman, Al KhobarShow,null,7.0,Reviewscore,12reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,null
Masaken aljawhara (Families Only), JeddahShow,Condo Hotel,7.3,Reviewscore,19reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
شقق وحدات سكنيه رفيف جده, JeddahShow,Condo Hotel,7.0,Good,153reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
وقت الفخامة, TabukShow,Condo Hotel,3.9,Good,"2,005reviews",null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
Silent Room 2, RiyadhShow,null,7.2,Good,52reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,null
Wasaif Abha ApartHotel, AbhaShow,Condo Hotel,6.2,VeryGood,361reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Danat Al - Sharq," Al Olayya, Al KhobarShow",Condo Hotel,7.4,VeryGood,405reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
Almuhaidb Al-Suwaidi 24, RiyadhShow,Condo Hotel,7.1,VeryGood,482reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Raoum Inn - Hawtah Bani Tamim, Al ḨillahShow,Condo Hotel,8.8,Reviewscore,3reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Manazel Al Masa Furnished Units, BuraydahShow,Condo Hotel,6.6,Reviewscore,9reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,Condo Hotel
Al-Hariri Suites, JeddahShow,null,8.5,Good,18reviews,null,SAR 300,2 nights, 1 adult,3-star, +SAR23 taxes and charges  ,null,null
راحه ابها, AbhaShow,null,8.2,Wonderful,46reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,null
Jaww Altamayoz Suites, RafhaShow,Condo Hotel,None,Good,533reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
Taleen Hafsa Al Rawdah, RiyadhShow,Condo Hotel,None,Reviewscore,381reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Quiet Seasons 2, RiyadhShow,Condo Hotel,None,Good,"1,681reviews",null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
Taleen AlQuds 2 hotel apartments, RiyadhShow,Condo Hotel,8.2,Wonderful,25reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Meellote( Families only), Al BukayriyahShow,Condo Hotel,None,Good,"3,075reviews",null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Manazil Al Massah Furnished Apartments, HailShow,null,None,Good,86reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,null
Lavena Hotel Apartments - Al Harmain, JeddahShow,Condo Hotel,None,VeryGood,198reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
Biyutat Jeddah - Family only," Hera Street, JeddahShow",Condo Hotel,7.2,Excellent,24reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
Al Yamama Palace Al Salam," Al Rawabi, RiyadhShow",Condo Hotel,None,Good,863reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Borj Al Thahabiah ApartHotel, TaifShow,null,None,Excellent,17reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,null
Rawaet Al Taj furnished apartments, RiyadhShow,Condo Hotel,None,VeryGood,309reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
قصر العقيق للوحدات السكنية المفروشة, RiyadhShow,Condo Hotel,6.1,Good,229reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Mahra House, Al Majma'ahShow,Apartments,7.9,Good,881reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Apartments
Qasser AlRawsha, JeddahShow,Condo Hotel,7.2,Good,216reviews,null,SAR 300,2 nights, 1 adult,3, +SAR23 taxes and charges  ,null,Condo Hotel
وحدات داري ودارك - الشفا, RiyadhShow,Condo Hotel,8.2,Reviewscore,81reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Marasicom Suites Alwaha, RiyadhShow,Condo Hotel,7.7,Wonderful,62reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
Wahet Ghanati, RiyadhShow,Condo Hotel,7.4,Exceptional,3reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
واحة اجا, JubbahShow,Condo Hotel,7.2,Good,102reviews,null,SAR 300,2 nights, 1 adult,null, +SAR30 taxes and charges  ,,Condo Hotel
Ayar Aparthotel - for families only, AbhaShow,Condo Hotel,8.1,Reviewscore,732reviews,null,SAR 300,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,Condo Hotel
Dar Karem Unites, JazanShow,null,8.7,Reviewscore,733reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,null
Sweet Homes, RiyadhShow,Condo Hotel,8.3,Good,113reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
افــانــيـــن نــجــد, RiyadhShow,null,5.3,Good,74reviews,null,SAR 300,2 nights, 1 adult,4-star, +SAR15 taxes and charges  ,null,null
Al Baron Palace Khobar, Al KhobarShow,Condo Hotel,6.8,Good,5reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
فندق الوردة الجميلة Beauty Rose Hotel, AbhaShow,null,6.5,Reviewscore,"1,769reviews",null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,null
Viola Gardens, RiyadhShow,Condo Hotel,None,Reviewscore,125reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Tobal Furnished Apartments, RiyadhShow,Condo Hotel,None,Good,72reviews,null,SAR 300,2 nights, 1 adult,null, +SAR38 taxes and charges  ,,Condo Hotel
Al Murjana Furnished Units - Families Only, Al BahaShow,Condo Hotel,None,Reviewscore,386reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Salam Albayt Aparthotel," Al Aziziyah, MeccaShow",Condo Hotel,7.0,Good,178reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
Tabuk Risdance, TabukShow,Condo Hotel,6.5,Reviewscore,6reviews,null,SAR 300,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,Condo Hotel
Yanbu AlMakan Hotel Apartments, YanbuShow,Condo Hotel,6.9,Good,360reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
تميز جدة الراقي 6 للشقق الفندقية, JeddahShow,null,8.2,Reviewscore,40reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,null
Desert Rose, HailShow,Condo Hotel,7.5,Good,95reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
رستن, BuraydahShow,null,6.8,VeryGood,563reviews,null,SAR 300,2 nights, 1 adult,3-star, includes taxes and charges ,null,null
Diyar El Sidik Hotel Apartments, MedinaShow,Condo Hotel,7.1,Good,187reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Layal Al Safa Furnished Units, AbhaShow,Condo Hotel,8.5,Excellent,25reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
الشقق الثاقبة," Al Yamamah, RiyadhShow",Apartment,8.6,VeryGood,53reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Apartment
Golden Night Apartments (Families Only )," Al Olayya, Al KhobarShow",Condo Hotel,8.4,Reviewscore,26reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
NILESAND," Hera Street, JeddahShow",null,6.2,Good,122reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,null
Diamond Tower, Al JubailShow,Condo Hotel,6.8,Excellent,211reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
السعوديه /خميس مشيط / حي الموسى, Khamis MushaytShow,Condo Hotel,7.4,Reviewscore,171reviews,null,SAR 300,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,Condo Hotel
مسكن الكنان ينبع البحر, YanbuShow,Apartments,7.1,Good,163reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Apartments
الفنار العالمى1 -الهيئة الملكية, YanbuShow,Condo Hotel,8.7,Reviewscore,380reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Al Yamama Palace Al Hazem, RiyadhShow,Condo Hotel,9.6,Good,545reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Manazel Hail Furnished Apartments, HailShow,Condo Hotel,8.0,Good,25reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
اسيل للشقق المفروشة, JeddahShow,Condo Hotel,7.3,Reviewscore,143reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
ROSHAN ALdar Faqeeh Inn, MeccaShow,null,8.8,Good,142reviews,null,SAR 300,2 nights, 1 adult,2-star, +SAR22 taxes and charges  ,null,null
جوهرة الخليج للوحدات السكنية," Al Malaz, RiyadhShow",null,5.4,Reviewscore,27reviews,null,SAR 300,2 nights, 1 adult,3-star, includes taxes and charges ,null,null
Qimat Alrehab, RiyadhShow,Condo Hotel,6.6,Reviewscore,279reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
درة حراء للوحدات السكنية المفروشة," Hera Street, JeddahShow",Condo Hotel,None,Reviewscore,564reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
السلطان رويال, RiyadhShow,Condo Hotel,None,Good,210reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Razaz AlKharj furnished units, Al KharjShow,Condo Hotel,None,Good,192reviews,null,SAR 300,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
نسيم الربيع للوحدات السكنية Nassim Alrabie, MuhayilShow,Condo Hotel,6.5,Good,88reviews,null,SAR 300,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,Condo Hotel
مصفوفه للشقق المفروشه, BuraydahShow,Condo Hotel,7.2,VeryGood,183reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
السمو للشقق و الغرف, Al Bad‘Show,Apartments,8.6,VeryGood,19reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Apartments
فرحه العالميه3للوحدات السكنيه المفروشه, JeddahShow,Condo Hotel,8.7,Good,884reviews,null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Marahal Suite," Al Rawabi, RiyadhShow",Condo Hotel,7.2,VeryGood,210reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Ann Furnished Housing Units, Al JubailShow,null,8.0,Reviewscore,23reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,null
Reef Global Hotel, MeccaShow,null,8.0,Good,149reviews,null,SAR 300,2 nights, 1 adult,4-star, +SAR31 taxes and charges  ,null,null
Meera Suite 2, RiyadhShow,Condo Hotel,7.6,VeryGood,97reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Nozol Al Rayyan Hotel Apartments, RiyadhShow,Condo Hotel,8.7,VeryGood,46reviews,null,SAR 300,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
أحلي مساء a7la mesaa, Khamis MushaytShow,Condo Hotel,7.9,Good,"1,129reviews",null,SAR 300,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Dar Karim, AbhaShow,Condo Hotel,8.7,Good,122reviews,null,SAR 300,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
Snood Alazizyh Hotel, MeccaShow,null,8.1,Reviewscore,186reviews,null,SAR 304,2 nights, 1 adult,3-star, +SAR23 taxes and charges  ,null,null
Orans Suites 2," Al Salamah, JeddahShow",Condo Hotel,7.9,Good,40reviews,null,SAR 304,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Eastward Hotel, DammamShow,null,9.2,VeryGood,329reviews,null,SAR 304,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,null
Paradise Al Narjis Hotel Suites, RiyadhShow,Condo Hotel,9.3,VeryGood,567reviews,null,SAR 306,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Marina Arar Furnished Apartments, ArarShow,Condo Hotel,6.3,VeryGood,679reviews,null,SAR 306,2 nights, 1 adult,null, +SAR15 taxes and charges  ,,Condo Hotel
روائع البلد للشقق المفروشة, JeddahShow,Condo Hotel,7.7,VeryGood,214reviews,null,SAR 306,2 nights, 1 adult,null, includes taxes and charges ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,Condo Hotel
OYO 435 Hams Al Layaly Hotel," Al Salamah, JeddahShow",null,6.8,Good,393reviews,null,SAR 307,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,null
الروشة للشقق الفندقية, Khamis MushaytShow,Condo Hotel,7.2,Good,694reviews,null,SAR 310,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,Condo Hotel
ماسة الجبل حي الجبل, HailShow,Apartment,7.6,Reviewscore,96reviews,null,SAR 310,2 nights, 1 adult,null, includes taxes and charges ,,Apartment
قصر العارض, Al MuzāḩimīyahShow,Condo Hotel,None,Reviewscore,628reviews,null,SAR 310,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Relax Day, TabukShow,Condo Hotel,None,Good,513reviews,null,SAR 311,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
قصر النباريس للشقق الفندقية, JeddahShow,Condo Hotel,None,Good,176reviews,null,SAR 311,2 nights, 1 adult,null, +SAR23 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,Condo Hotel
OYO 130 Night Inn Hotel," Al Aqrabeyah, Al KhobarShow",null,8.2,Good,521reviews,null,SAR 311,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,null
OYO 405 Nujom Al-jazerah, TabukShow,null,7.6,VeryGood,34reviews,null,SAR 312,2 nights, 1 adult,null, +SAR23 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,null
Rose Garden Hotel, RiyadhShow,null,7.0,VeryGood,826reviews,null,SAR 312,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,null
N Maz Aparthotel, RiyadhShow,Condo Hotel,None,Good,709reviews,null,SAR 313,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
Shally Residence," Al Olayya, Al KhobarShow",Condo Hotel,None,VeryGood,231reviews,null,SAR 314,2 nights, 1 adult,null, +SAR16 taxes and charges  ,,Condo Hotel
لوفا للأجنحة الفندقية - LOVA suites, YanbuShow,null,None,Excellent,25reviews,null,SAR 315,2 nights, 1 adult,null, +SAR32 taxes and charges  ,,null
إطلالة سولاف للوحدات السكنية, JazanShow,Condo Hotel,7.5,Good,51reviews,null,SAR 318,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Sofi Hotel, DammamShow,null,8.5,Good,271reviews,null,SAR 318,2 nights, 1 adult,4-star, +SAR24 taxes and charges  ,null,null
فندق دولف الخبر, Al KhobarShow,null,9.0,Good,482reviews,null,SAR 319,2 nights, 1 adult,3-star, +SAR24 taxes and charges  ,null,null
Safwat Al Amal Suites (Families only), JeddahShow,Condo Hotel,7.3,Reviewscore,181reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
Qasr Al Mosaidya - Hira," Hera Street, JeddahShow",Condo Hotel,7.1,Reviewscore,160reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
Medhal Hotel Apartments," Al Salamah, JeddahShow",Condo Hotel,None,VeryGood,64reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
Rose Al Andalus Furnished Units, JeddahShow,Condo Hotel,None,Good,167reviews,null,SAR 320,2 nights, 1 adult,null, +SAR16 taxes and charges  ,,Condo Hotel
Asalat Al-Hamra Furnished Units," Al Hamra, JeddahShow",Condo Hotel,None,VeryGood,572reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
الزمام للشقق المفروشة, BuraydahShow,Condo Hotel,7.7,VeryGood,"1,875reviews",null,SAR 320,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Dayafa 6 Hotel- 6 ضيافه, Al KhobarShow,null,8.9,Good,12reviews,null,SAR 320,2 nights, 1 adult,null, includes taxes and charges ,,null
Al Qima Atlas 3 Hotel," Al Aziziyah, MeccaShow",null,8.9,VeryGood,27reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,null
Abha Crown Hotel, AbhaShow,null,7.9,VeryGood,93reviews,null,SAR 320,2 nights, 1 adult,null, +SAR16 taxes and charges  ,,null
Reef Al Malaz Hotel International," Al Malaz, RiyadhShow",null,8.8,Good,684reviews,null,SAR 320,2 nights, 1 adult,3-star, +SAR24 taxes and charges  ,null,null
Sama Al Nakheel Furnished Apartments-Families only, RiyadhShow,Condo Hotel,7.7,VeryGood,456reviews,null,SAR 320,2 nights, 1 adult,null, +SAR16 taxes and charges  ,,Condo Hotel
Hayat Alasayal Hotel," Al Rawda, JeddahShow",null,7.2,Reviewscore,62reviews,null,SAR 320,2 nights, 1 adult,2-star, +SAR24 taxes and charges  ,null,null
Qasr Al Dabab Furnished Units- Families only, AbhaShow,Condo Hotel,7.6,Good,707reviews,null,SAR 320,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
نزل اريس للوحدات السكنية, MedinaShow,Condo Hotel,7.9,Good,85reviews,null,SAR 320,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Rest Night Hotel Suites- AL Ta`awon, RiyadhShow,Condo Hotel,8.1,Good,38reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
Raoum Inn Arar, ArarShow,null,7.3,Good,63reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,null
Harmony House Hotel Apartments, RiyadhShow,Condo Hotel,6.8,VeryGood,365reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
الأوفــــاز 3 للوحـــدات السكنية, NughaylahShow,null,8.7,Reviewscore,178reviews,null,SAR 320,2 nights, 1 adult,4-star, +SAR16 taxes and charges  ,null,null
Lily Hotel Suite Hofuf, Al HofufShow,Condo Hotel,8.0,Good,170reviews,null,SAR 320,2 nights, 1 adult,null, +SAR14 taxes and charges  ,,Condo Hotel
Lake Inn, Al KhobarShow,Condo Hotel,7.9,Good,83reviews,null,SAR 320,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Maskan Al Yarmuk Furnished Apartments, RiyadhShow,Condo Hotel,7.7,Good,114reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
Al Yamamah Palace Suites Yanbu, YanbuShow,Condo Hotel,7.1,Good,363reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
ملاذ للوحدات السكنية, UnayzahShow,null,7.8,VeryGood,276reviews,null,SAR 320,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,null
Banan Apartment, Hafr Al-BatinShow,Condo Hotel,6.7,Good,"1,409reviews",null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
Staytion Orjwan Lebanon," Al Salamah, JeddahShow",Condo Hotel,8.4,Good,"1,486reviews",null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
داري وحدات سكنية مفروشة 3," Al Aziziyah, RiyadhShow",Condo Hotel,7.9,Good,751reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
دانة المطار للشقق المفروشة, JeddahShow,Condo Hotel,7.3,Good,314reviews,null,SAR 320,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Rest Time 1 for Families Only," Al Olayya, Al KhobarShow",Condo Hotel,7.4,Good,911reviews,null,SAR 320,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Ayoon Almmlaka Hotel Suites 2," Al Hamra, JeddahShow",Condo Hotel,7.1,VeryGood,155reviews,null,SAR 320,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Manazel Iewan 2, BuraydahShow,Condo Hotel,7.2,Good,15reviews,null,SAR 320,2 nights, 1 adult,null, +SAR16 taxes and charges  ,,Condo Hotel
Aroos Al Shati Furnished Units, Umm LajjShow,Condo Hotel,7.9,Reviewscore,213reviews,null,SAR 320,2 nights, 1 adult,null, +SAR8 taxes and charges  ,,Condo Hotel
Sharurah Plaza Hotel, SharurahShow,null,8.5,Good,77reviews,null,SAR 320,2 nights, 1 adult,3-star, +SAR24 taxes and charges  ,null,null
Janatna Furnished Apartments, RiyadhShow,Condo Hotel,8.4,VeryGood,88reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
Cloud and Stars Hotel, NajranShow,Condo Hotel,8.8,VeryGood,621reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
Raoum Inn Hail, HailShow,Condo Hotel,6.4,VeryGood,302reviews,null,SAR 320,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
The New Address Hotel, Al Majma'ahShow,null,6.9,Good,856reviews,null,SAR 323,2 nights, 1 adult,2-star, +SAR24 taxes and charges  ,null,null
الوسم للواحدات السكنية بالقحمة, Al QaḩmahShow,null,7.0,Good,37reviews,null,SAR 323,2 nights, 1 adult,null, +SAR32 taxes and charges  ,,null
اللوتس العربيه للوحدات السكنيه الفندقيه," Al Hamra, JeddahShow",null,8.2,VeryGood,"4,599reviews",null,SAR 323,2 nights, 1 adult,5-star, includes taxes and charges ,null,null
Al Thanaa Alraqi Furnished Apartments," Palestine  Street, JeddahShow",Condo Hotel,None,Good,622reviews,null,SAR 324,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,Condo Hotel
Al Reef Homes Hotel Apartments Alnuzhah, AbhaShow,Apartments,None,Good,423reviews,null,SAR 324,2 nights, 1 adult,null, +SAR16 taxes and charges  ,,Apartments
Wardah Al Dabab Furnished Units, RiyadhShow,Condo Hotel,None,Reviewscore,257reviews,null,SAR 324,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Ayoon Almmlaka Hotel Suites," Al Hamra, JeddahShow",Condo Hotel,6.9,Excellent,"1,564reviews",null,SAR 324,2 nights, 1 adult,null, +SAR16 taxes and charges  ,,Condo Hotel
Suheel Jeddah Furnished Units," Al Hamra, JeddahShow",Condo Hotel,6.4,Good,535reviews,null,SAR 325,2 nights, 1 adult,null, +SAR16 taxes and charges  ,,Condo Hotel
فندق مبيت جازان, JazanShow,null,6.9,Good,136reviews,null,SAR 325,2 nights, 1 adult,null, +SAR24 taxes and charges  ,,null
المنتزه الذهبي للغرف الفندقية, RiyadhShow,Condo Hotel,6.2,Good,"2,305reviews",null,SAR 328,2 nights, 1 adult,null, +SAR16 taxes and charges  ,,Condo Hotel
Almuhaidb Sudair المهيدب سدير, Ḩawţat SudayrShow,Condo Hotel,7.9,Good,31reviews,null,SAR 330,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
امواج عسير للوحدات السكنية, Khamis MushaytShow,Apartments,7.8,Good,204reviews,null,SAR 330,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,Apartments
Maskan Al Dyafah Hotel Apartments 2, DammamShow,Condo Hotel,6.7,VeryGood,256reviews,null,SAR 330,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,Condo Hotel
فندق الحمدان, TabukShow,null,8.1,Excellent,265reviews,null,SAR 330,2 nights, 1 adult,2-star, includes taxes and charges ,null,null
Burj Alhayat Hotel Suites Olaya," Al Olaya, RiyadhShow",Condo Hotel,7.0,VeryGood,833reviews,null,SAR 330,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
Manazel Al Sofara, YanbuShow,Condo Hotel,8.7,Good,689reviews,null,SAR 330,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
أبهى القصور للوحدات السكنية 14," Al Hamra, JeddahShow",null,7.2,Reviewscore,100reviews,null,SAR 330,2 nights, 1 adult,null, includes taxes and charges ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,null
B2-homes, YanbuShow,Apartments,6.8,Reviewscore,340reviews,null,SAR 330,2 nights, 1 adult,null, includes taxes and charges ,,Apartments
Hams Alsihab Aparthotel, JeddahShow,Condo Hotel,7.9,VeryGood,414reviews,null,SAR 332,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
OYO 333 Dheyof Al Wattan For Hotel Suites, ButainiyātShow,null,6.2,Good,132reviews,null,SAR 333,2 nights, 1 adult,3-star, includes taxes and charges ,Favorite partner,null
OYO 123 Dome El Nozha, RiyadhShow,Condo Hotel,6.7,Good,8reviews,null,SAR 334,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
Esnad Hotel Apartments, JeddahShow,Condo Hotel,6.1,VeryGood,131reviews,null,SAR 334,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,Condo Hotel
Khreis Suites Hotel, RiyadhShow,null,5.7,Reviewscore,662reviews,null,SAR 334,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,null
فندق رفاف السلطان, MeccaShow,null,None,VeryGood,631reviews,null,SAR 335,2 nights, 1 adult,3-star, +SAR26 taxes and charges  ,null,null
Quiet Dreams - Quraysh Branch," Qurish Street, JeddahShow",Condo Hotel,None,Good,583reviews,null,SAR 335,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
SHALLY RESIDENCE 3, Al KhobarShow,Condo Hotel,None,Good,300reviews,null,SAR 335,2 nights, 1 adult,3, +SAR17 taxes and charges  ,null,Condo Hotel
Olaya Houses 1," Al Olayya, Al KhobarShow",Condo Hotel,8.3,VeryGood,693reviews,null,SAR 336,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
Swiss Blue 2, JeddahShow,null,7.4,VeryGood,144reviews,null,SAR 336,2 nights, 1 adult,2-star, +SAR25 taxes and charges  ,null,null
